Gene,p.value,P.adjusted.BH,logFC,Gene.symbol
209615_s_at,2.69e-05,0.000880951,1.3772932,PAK1
209626_s_at,4.56e-05,0.001281396,1.8293977,OSBPL3
209627_s_at,5.34e-06,0.000267072,1.8104033,OSBPL3
209641_s_at,0.000209151,0.003843318,1.0651074,ABCC3
209642_at,3e-11,3.64e-08,2.0152378,BUB1
209678_s_at,7.26e-08,1.15e-05,1.1260561,PRKCI
209679_s_at,1.04e-09,4.83e-07,2.1921613,SMAGP
209691_s_at,6.11e-07,5.45e-05,1.2630934,DOK4
209709_s_at,4.8e-07,4.53e-05,1.3411523,HMMR
209714_s_at,3.48e-05,0.001051353,1.7184474,CDKN3
209719_x_at,8.66e-07,7.09e-05,2.3170412,SERPINB3
209720_s_at,8.79e-06,0.000387663,1.8953011,SERPINB3
209773_s_at,4.34e-05,0.001238873,2.3530908,RRM2
209792_s_at,4.87e-09,1.49e-06,4.6278531,KLK10
209800_at,2.31e-08,4.89e-06,2.0916358,KRT16
209803_s_at,1.74e-06,0.000117871,3.2368835,PHLDA2
209872_s_at,1.09e-06,8.39e-05,1.6267905,PKP3
209873_s_at,3.32e-07,3.42e-05,1.5544071,PKP3
209882_at,0.000164328,0.003217797,1.26698,RIT1
209900_s_at,0.000383717,0.005918086,1.4574924,SLC16A1
209911_x_at,3.23e-08,6.32e-06,2.0201669,HIST1H2BD
209921_at,0.000228789,0.004100701,1.4761559,SLC7A11
209940_at,0.000259433,0.004495064,1.1199369,PARP3
209950_s_at,2.21e-07,2.56e-05,2.9140429,VILL
209969_s_at,1.09e-05,0.000452564,1.6200513,STAT1
210052_s_at,2.04e-08,4.45e-06,2.1673657,TPX2
210056_at,3.45e-05,0.00104686,1.0950589,RND1
210074_at,1.08e-06,8.32e-05,1.1739326,CTSV
210087_s_at,0.000197744,0.003698422,1.1421167,MPZL1
210095_s_at,2.97e-05,0.00094483,3.3620528,IGFBP3
210117_at,1.76e-07,2.15e-05,1.4746317,SPAG1
210118_s_at,0.00017954,0.003436807,1.0641514,IL1A
210143_at,1.08e-06,8.3e-05,3.2509851,ANXA10
210159_s_at,5.3e-07,4.89e-05,1.4443429,TRIM31
210177_at,0.000804838,0.009601275,1.2307789,TRIM15
210233_at,3.94e-08,7.25e-06,1.5583016,IL1RAP
210264_at,1.46e-06,0.000103278,1.2784856,GPR35
210319_x_at,3.81e-07,3.77e-05,1.0914292,MSX2
210367_s_at,5.02e-09,1.52e-06,1.4147091,PTGES
210387_at,0.000213608,0.003898163,1.3616677,HIST1H2BJ///HIST1H2BG
210398_x_at,9.54e-06,0.000414853,1.6920574,FUT6
210399_x_at,0.000118786,0.002571324,1.2197853,FUT6
210405_x_at,5.74e-06,0.000282445,1.0169194,TNFRSF10B
210413_x_at,2.05e-05,0.000718374,1.4210853,SERPINB4///SERPINB3
210423_s_at,0.000777765,0.009397358,1.5813813,SLC11A1
210427_x_at,5.79e-05,0.001533204,1.3925257,ANXA2
210495_x_at,0.000322501,0.00522943,2.3704032,FN1
210511_s_at,7.13e-05,0.001772319,3.1349618,INHBA
210519_s_at,2.92e-07,3.16e-05,3.6797955,NQO1
210538_s_at,2.68e-05,0.000877097,1.6159993,BIRC3
210540_s_at,1.01e-09,4.78e-07,1.1134835,B4GALT4
210559_s_at,2.99e-07,3.2e-05,1.932859,CDK1
210594_x_at,1.25e-05,0.00050008,1.0946079,MPZL1
210608_s_at,6.02e-07,5.4e-05,1.9335549,FUT2
210641_at,3.56e-07,3.57e-05,1.5098948,CAPN9
210643_at,1.72e-05,0.000631745,1.4044342,TNFSF11
210663_s_at,1.22e-05,0.000489458,2.0110129,KYNU
210675_s_at,2.59e-08,5.24e-06,1.9256382,PTPRR
210715_s_at,3.43e-07,3.49e-05,1.1214224,SPINT2
210797_s_at,1.38e-10,1.05e-07,1.667156,OASL
210813_s_at,5.2e-06,0.00026193,1.2738747,XRCC4
210827_s_at,8.42e-05,0.001994512,1.7884007,ELF3
210830_s_at,6.46e-05,0.001659119,1.2425951,PON2
210845_s_at,4.36e-08,7.72e-06,2.2061484,PLAUR
210854_x_at,2.14e-09,8.35e-07,1.821943,SLC6A8
210861_s_at,0.000383679,0.005918086,1.0851365,WISP3
210868_s_at,1.58e-06,0.00011046,1.3295056,ELOVL6
210896_s_at,1.17e-06,8.73e-05,1.2838192,ASPH
210933_s_at,4.12e-05,0.001187422,1.5038786,FSCN1
210950_s_at,5.01e-05,0.001374903,1.0604072,FDFT1
210978_s_at,1.17e-09,5.34e-07,1.492521,TAGLN2
211002_s_at,3.13e-16,8.54e-12,3.5036033,TRIM29
211026_s_at,3.7e-06,0.000205877,2.0314927,MGLL
211031_s_at,0.000232642,0.004156127,1.0550699,CLIP2
211043_s_at,4.99e-07,4.67e-05,1.3096256,CLTB
211075_s_at,2.63e-05,0.000867367,1.330255,CD47
211139_s_at,9.74e-06,0.000419354,1.0748477,NAB1
211184_s_at,2.74e-05,0.000892726,1.5764277,USH1C
211297_s_at,1.25e-05,0.000500117,1.1854571,CDK7
211372_s_at,1.42e-07,1.83e-05,2.1341694,IL1R2
211465_x_at,5.57e-05,0.001484809,1.059173,FUT6
211470_s_at,1.09e-05,0.000452564,2.4966181,SULT1C2
211506_s_at,6.8e-06,0.000322315,2.6541625,CXCL8
211518_s_at,1.63e-09,6.84e-07,2.0007059,BMP4
211599_x_at,2.02e-09,7.93e-07,1.5945861,MET
211657_at,3.73e-06,0.000207592,4.2600263,CEACAM6
211668_s_at,1.57e-05,0.000593341,2.2217329,PLAU
211695_x_at,1.98e-05,0.000701991,1.8398571,MUC1
211719_x_at,0.000460285,0.00669634,2.44121,FN1
211725_s_at,5.08e-06,0.000256915,1.2736636,BID
211744_s_at,0.000145135,0.002955194,1.4480759,CD58
211756_at,3.26e-06,0.000187504,1.2315786,PTHLH
211762_s_at,0.000162467,0.003192737,1.2869374,KPNA2
211828_s_at,0.000254241,0.004431813,1.178126,TNIK
211864_s_at,7.17e-05,0.001780632,1.8471058,MYOF
211882_x_at,1.85e-05,0.000666099,1.5556085,FUT6
211883_x_at,5.55e-09,1.63e-06,2.066168,CEACAM1
211885_x_at,2.29e-05,0.000773527,1.3588784,FUT6
211889_x_at,5.07e-07,4.73e-05,1.635777,CEACAM1
211905_s_at,1.09e-07,1.54e-05,1.9259157,ITGB4
211906_s_at,0.000433066,0.006454982,1.0530796,SERPINB4
211921_x_at,0.000144574,0.002948346,1.0430336,LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA
211924_s_at,1.8e-08,3.99e-06,2.4493203,PLAUR
212021_s_at,2.31e-07,2.64e-05,1.6736496,MKI67
212022_s_at,5.25e-11,5.62e-08,1.5088568,MKI67
212141_at,6.7e-07,5.82e-05,1.0278504,MCM4
212143_s_at,8.66e-06,0.000383659,2.9960367,IGFBP3
212236_x_at,3.43e-08,6.62e-06,3.2225666,KRT17///JUP
212242_at,2.82e-06,0.000168302,1.419599,TUBA4A
212336_at,5.19e-06,0.000261672,1.1438683,EPB41L1
212344_at,0.000395117,0.006049492,2.4181396,SULF1
212353_at,0.000616131,0.008112039,2.7937457,SULF1
212354_at,0.00043219,0.006443684,2.9108634,SULF1
212442_s_at,0.000289858,0.004858928,1.0213166,CERS6
212444_at,1.46e-09,6.27e-07,3.7777146,GPRC5A
212446_s_at,0.000135637,0.002820855,1.0461094,CERS6
212464_s_at,0.00031368,0.005119846,2.5530265,FN1
212473_s_at,0.000203206,0.003770868,1.1188393,MICAL2
212481_s_at,0.000338911,0.005404572,1.3557996,TPM4
212531_at,1.12e-05,0.000462099,3.7867526,LCN2
212570_at,0.000656627,0.008464273,1.1003718,ENDOD1
212573_at,4.02e-05,0.001164776,1.3873829,ENDOD1
212581_x_at,6.76e-07,5.86e-05,1.1671347,GAPDH
212647_at,0.000164833,0.003226523,1.5329972,RRAS
212657_s_at,7.31e-09,2.01e-06,3.5551338,IL1RN
212659_s_at,1.42e-09,6.14e-07,1.2918706,IL1RN
212666_at,0.000176122,0.003392788,1.1209809,SMURF1
212759_s_at,1.21e-08,2.91e-06,1.1104342,TCF7L2
212762_s_at,2.55e-06,0.000156375,1.0467511,TCF7L2
212792_at,1.62e-05,0.000605578,1.5622586,DPY19L1
212925_at,1.85e-05,0.000666099,2.2622383,MISP
212942_s_at,4.39e-10,2.56e-07,2.7846301,CEMIP
212944_at,3.65e-09,1.23e-06,1.097736,SLC5A3
212992_at,6.25e-07,5.54e-05,3.3277945,AHNAK2
213007_at,3.72e-07,3.7e-05,1.4914785,FANCI
213011_s_at,1.03e-06,8.04e-05,1.0395192,TPI1
213038_at,0.000524035,0.007298939,1.060522,RNF19B
213078_x_at,5.18e-09,1.55e-06,2.1761035,LPCAT4
213094_at,4.39e-05,0.001242961,1.5961302,ADGRG6
213107_at,0.000127346,0.002700993,1.0873605,TNIK
213150_at,1.05e-08,2.6e-06,2.0807377,HOXA10
213164_at,2.42e-08,4.95e-06,1.2597504,SLC5A3
213172_at,2.61e-07,2.89e-05,1.1587007,TTC9
213226_at,0.00020986,0.003852465,1.3726564,CCNA2
213272_s_at,1.65e-07,2.04e-05,1.1256425,TMEM159
213288_at,8.1e-10,4.02e-07,1.9018549,MBOAT2
213338_at,1.66e-05,0.000616284,2.1854682,TMEM158
213349_at,7e-09,1.95e-06,1.061029,TMCC1
213412_at,0.000180823,0.003452901,1.1101569,TJP3
213425_at,1.31e-05,0.00051942,1.4462634,WNT5A
213432_at,4.79e-05,0.001329307,2.1924357,MUC5B
213453_x_at,5.3e-07,4.89e-05,1.2768679,GAPDH
213503_x_at,8.22e-05,0.001961902,1.5004855,ANXA2
213518_at,9.54e-09,2.45e-06,1.1482522,PRKCI
213562_s_at,4.55e-08,7.99e-06,1.6088438,SQLE
213571_s_at,0.000150186,0.003034444,1.1142087,EIF4E2
213577_at,1.03e-06,8.04e-05,1.7775202,SQLE
213590_at,2.73e-06,0.000164468,1.3536549,SLC16A5
213599_at,7.44e-06,0.000345005,1.2351716,OIP5
213611_at,3.24e-09,1.12e-06,1.6479562,AQP5
213622_at,2.78e-05,0.000903115,1.0503648,COL9A2
213667_at,2.55e-06,0.000156375,1.1923902,TMEM265///SRCAP
213668_s_at,4.16e-06,0.000222386,1.8508373,SOX4
213693_s_at,0.000117996,0.002559733,2.1068561,MUC1
213700_s_at,4.54e-08,7.99e-06,1.1332567,PKM
213703_at,0.000171994,0.003330898,1.264665,LINC00342
213796_at,2.94e-05,0.000937833,2.8289874,SPRR1A
213797_at,2.47e-06,0.00015381,1.8858589,RSAD2
213798_s_at,0.000163879,0.003212464,1.1802401,CAP1
213807_x_at,5.9e-07,5.31e-05,1.4398213,MET
213816_s_at,2.22e-07,2.57e-05,1.1683551,MET
213843_x_at,1.21e-07,1.64e-05,1.9892755,SLC6A8
213857_s_at,5.97e-05,0.001563263,1.348104,CD47
213880_at,7.76e-06,0.000354584,1.7838661,LGR5
213909_at,2.48e-06,0.000154276,2.1089311,LRRC15
213929_at,1.21e-09,5.44e-07,1.0853561,EXPH5
213943_at,0.00026434,0.004555503,1.234218,TWIST1
214036_at,9.26e-10,4.48e-07,1.3028334,EFNA5
214059_at,0.000152346,0.00306255,1.5519103,IFI44
214068_at,1.04e-08,2.6e-06,1.6131322,BEAN1
214088_s_at,2.57e-08,5.21e-06,2.1754741,FUT3
214135_at,1.37e-09,6.05e-07,5.1482985,CLDN18
214290_s_at,6.97e-09,1.95e-06,2.1671506,HIST2H2AA4///HIST2H2AA3
214303_x_at,1.72e-06,0.000117515,2.691892,MUC5AC
214385_s_at,7.97e-09,2.14e-06,3.1857071,MUC5AC
214435_x_at,5.64e-06,0.000279151,1.3316931,RALA
214453_s_at,0.000500771,0.007105373,1.6206936,IFI44
214455_at,2.38e-06,0.000150684,1.4419236,HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG
214476_at,3.87e-06,0.000212987,3.2801619,TFF2
214549_x_at,0.000138455,0.00286202,1.3369883,SPRR1A
214580_x_at,5.48e-05,0.001465911,1.5778253,KRT6C///KRT6B///KRT6A
214581_x_at,1.16e-06,8.72e-05,1.9239598,TNFRSF21
214687_x_at,1.13e-07,1.58e-05,1.2118635,ALDOA
214697_s_at,1.02e-05,0.000432702,1.1144962,PTBP3
214701_s_at,0.000639836,0.008295338,1.4748314,FN1
214702_at,0.0002241,0.00404453,1.8007418,FN1
214710_s_at,1.28e-07,1.69e-05,2.2609739,CCNB1
214774_x_at,1.43e-06,0.000102181,1.8487123,TOX3
214782_at,2.71e-05,0.000884775,1.0969289,CTTN
214866_at,7.69e-10,3.92e-07,1.3603868,PLAUR
214875_x_at,4.87e-06,0.000249824,1.1607141,APLP2
214895_s_at,0.000230888,0.004130198,1.0300031,ADAM10
214898_x_at,6.67e-05,0.001696053,1.2596091,MUC3B
214924_s_at,3.28e-05,0.001010811,1.165639,TRAK1
214958_s_at,1.87e-05,0.000671371,1.0971181,TMC6
214974_x_at,1.83e-07,2.21e-05,4.6195831,CXCL5
215009_s_at,7.13e-06,0.000334714,1.0917914,THAP9-AS1
215033_at,0.000403575,0.006141112,1.9444704,TM4SF1
215034_s_at,1.22e-07,1.64e-05,2.270075,TM4SF1
215037_s_at,0.000158661,0.003145064,1.0998294,BCL2L1
215071_s_at,3.34e-06,0.000190824,1.5315887,HIST1H2AC
215101_s_at,1.35e-08,3.17e-06,3.6610098,CXCL5
215103_at,0.000141365,0.002901363,2.042176,CYP2C18
215108_x_at,3.28e-07,3.4e-05,1.69796,TOX3
215125_s_at,9.48e-07,7.59e-05,3.6700563,UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10
215243_s_at,1.3e-11,1.97e-08,1.8962845,GJB3
215444_s_at,6.51e-11,6.23e-08,2.2871876,TRIM31
215501_s_at,4.36e-05,0.001240235,1.10225,DUSP10
215714_s_at,0.000280948,0.004753227,1.0603598,SMARCA4
215729_s_at,2.83e-06,0.00016863,1.6823416,VGLL1
215812_s_at,1.23e-06,8.99e-05,1.2810885,SLC6A10PB///SLC6A10P///SLC6A8
216010_x_at,5.28e-06,0.000264814,1.6524104,FUT3
216041_x_at,0.000567902,0.007692169,1.0180535,GRN
216202_s_at,4.08e-06,0.00021976,1.0177684,SPTLC2
216236_s_at,8.3e-05,0.001976658,1.1372699,SLC2A14///SLC2A3
216243_s_at,1.25e-07,1.67e-05,1.459406,IL1RN
216251_s_at,3.18e-07,3.35e-05,1.4320608,TTLL12
216442_x_at,0.00030943,0.005082814,2.5301786,FN1
216511_s_at,2.42e-06,0.000151694,1.1388666,TCF7L2
216623_x_at,1.6e-06,0.000111582,1.9369416,TOX3
216641_s_at,2.71e-08,5.43e-06,1.4415604,LAD1
216836_s_at,6.99e-07,6.03e-05,1.4383945,ERBB2
216903_s_at,9.67e-05,0.002207611,1.1078618,MICU1
216905_s_at,0.000113141,0.002481654,1.2112196,ST14
216915_s_at,0.00028177,0.004760471,1.117661,PTPN12
216942_s_at,0.00015328,0.003071962,1.3311061,CD58
216971_s_at,5.09e-05,0.001393233,1.7245981,PLEC
216973_s_at,5.34e-07,4.91e-05,1.960682,HOXB7
217109_at,5.62e-11,5.9e-08,4.0138135,MUC4
217110_s_at,4.2e-09,1.33e-06,2.9253859,MUC4
217140_s_at,4.54e-05,0.001277253,1.2194467,VDAC1
217173_s_at,0.000539808,0.007456508,1.272629,LDLR
217234_s_at,1.74e-07,2.13e-05,1.8013818,EZR
217294_s_at,0.000459096,0.006691379,1.2641573,ENO1
217356_s_at,9.83e-07,7.8e-05,1.4755606,PGK1
217388_s_at,0.00010226,0.002302031,2.4679471,KYNU
217398_x_at,7.14e-07,6.13e-05,1.1330797,GAPDH
217428_s_at,0.000230857,0.004130198,3.3673523,COL10A1
217436_x_at,0.000506027,0.007153349,1.0408656,HLA-J
217497_at,0.00019846,0.003708007,1.1857064,TYMP
217518_at,4.4e-05,0.001244816,1.5493516,MYOF
217584_at,7.85e-06,0.000357461,1.1851608,NPC1
217678_at,0.000401318,0.006116132,1.475556,SLC7A11
217728_at,4.18e-05,0.001202358,2.6837704,S100A6
217733_s_at,0.000344176,0.005465688,1.3051945,TMSB10
217744_s_at,7.53e-06,0.000347686,1.4500709,PERP
217755_at,3.97e-06,0.000215326,2.5887646,HN1
217771_at,2.49e-06,0.000154509,1.6387507,GOLM1
217867_x_at,2.43e-09,9.36e-07,1.5268154,BACE2
217875_s_at,0.000233022,0.004160531,1.6462386,PMEPA1
217901_at,0.000136972,0.00284103,1.3960751,DSG2
217918_at,0.000295632,0.004929878,1.0146525,DYNLRB1
217946_s_at,0.000568941,0.007702419,1.0256016,SAE1
217996_at,3.55e-06,0.000199032,1.350818,PHLDA1
217997_at,0.000282551,0.004770566,1.108518,PHLDA1
218000_s_at,1.02e-07,1.47e-05,1.1029085,PHLDA1
218009_s_at,1.45e-06,0.000103146,1.7928538,PRC1
218039_at,4.34e-06,0.000229355,1.9955606,NUSAP1
218077_s_at,1.25e-08,2.97e-06,1.0387922,ZDHHC3
218084_x_at,0.000348372,0.005513072,2.1272107,FXYD5
218094_s_at,5.4e-05,0.001450742,1.0620812,SYS1-DBNDD2///SYS1///DBNDD2
218115_at,7.89e-07,6.61e-05,1.1907368,ASF1B
218186_at,5.23e-06,0.000262538,1.8919943,RAB25
218211_s_at,2.97e-09,1.06e-06,2.748077,MLPH
218252_at,0.000535113,0.007411641,1.1338843,CKAP2
218260_at,7.97e-07,6.65e-05,1.251339,DDA1
218261_at,0.00025735,0.004472204,1.1464649,AP1M2
218280_x_at,9.13e-10,4.45e-07,1.9254528,HIST2H2AA4///HIST2H2AA3
218308_at,0.000558881,0.007622913,1.1055761,TACC3
218309_at,0.00018207,0.003467018,1.50801,CAMK2N1
218319_at,4.11e-05,0.001187422,1.1370515,PELI1
218322_s_at,0.000524382,0.007301899,1.9244909,ACSL5
218336_at,4.74e-06,0.000244932,1.1703861,PFDN2
218355_at,2.42e-08,4.95e-06,1.5414885,KIF4A
218400_at,5.01e-07,4.68e-05,1.8064968,OAS3
218451_at,5.13e-09,1.55e-06,1.3705868,CDCP1
218454_at,8.45e-08,1.27e-05,1.1809884,PLBD1
218474_s_at,1.31e-05,0.00051942,1.1247379,KCTD5
218498_s_at,6.82e-10,3.55e-07,1.9237551,ERO1A
218499_at,9.03e-06,0.000396424,1.2195128,STK26
218507_at,6.9e-05,0.001727572,1.5602488,HILPDA
218542_at,1.28e-09,5.67e-07,2.0101704,CEP55
218556_at,2.1e-08,4.53e-06,1.0218849,ORMDL2
218567_x_at,7.4e-06,0.000344045,1.2222844,DPP3
218585_s_at,7.45e-07,6.31e-05,1.7079391,DTL
218606_at,3.38e-06,0.00019285,1.0324578,ZDHHC7
218634_at,0.000721365,0.008963803,1.0488152,PHLDA3
218644_at,1.39e-07,1.8e-05,2.4657159,PLEK2
218657_at,0.000449269,0.00659992,1.1640409,RAPGEFL1
218663_at,1.19e-06,8.8e-05,1.1301688,NCAPG
218677_at,1.04e-06,8.08e-05,2.6643224,S100A14
218686_s_at,3.2e-07,3.36e-05,1.049261,RHBDF1
218687_s_at,2.94e-05,0.000938391,2.5699826,MUC13
218693_at,1.72e-06,0.000117515,1.5303049,TSPAN15
218717_s_at,0.000787902,0.00948627,1.4275778,P3H2
218728_s_at,3.47e-06,0.000195948,1.0530888,CNIH4
218741_at,6.35e-05,0.001638599,1.1413076,CENPM
218755_at,5.71e-06,0.000281996,1.3308347,KIF20A
218779_x_at,1.1e-12,4.01e-09,2.5236934,EPS8L1
218782_s_at,2.13e-05,0.000733579,1.0002005,ATAD2
218788_s_at,0.00070969,0.008875269,1.2289825,SMYD3
218795_at,7.15e-06,0.000334856,1.0836212,ACP6
218796_at,3.99e-08,7.26e-06,2.150086,FERMT1
218800_at,0.000203315,0.003771609,1.1636243,SRD5A3
218804_at,6.31e-05,0.001632929,2.3018707,ANO1
218810_at,1.83e-07,2.21e-05,1.7343833,MIR6732///ZC3H12A
218826_at,3.22e-06,0.000185412,1.0049733,SLC35F2
218840_s_at,0.000747033,0.009169719,1.1910028,NADSYN1
218847_at,4.41e-07,4.24e-05,1.3837964,IGF2BP2
218849_s_at,1.18e-05,0.000477472,1.2042478,PPP1R13L
218856_at,1.54e-06,0.00010842,1.8686898,TNFRSF21
218880_at,0.000159116,0.003150768,1.138806,FOSL2
218883_s_at,1.53e-07,1.94e-05,1.8725083,CENPU
218885_s_at,0.000165499,0.003236095,1.0319195,GALNT12
218900_at,1.72e-10,1.2e-07,1.3472492,CNNM4
218928_s_at,1.61e-05,0.000603406,1.1037902,SLC37A1
218943_s_at,3.34e-05,0.001023201,1.2173546,DDX58
218960_at,2.74e-12,7.16e-09,4.5041304,TMPRSS4
218963_s_at,3.55e-05,0.001067118,2.5867988,KRT23
218986_s_at,6.06e-06,0.000294354,1.5469602,DDX60
218990_s_at,1.42e-05,0.000547211,2.60031,SPRR3
218996_at,0.000329486,0.005312724,1.1583078,TFPT
219010_at,1.6e-05,0.000601978,2.3513446,C1orf106
219014_at,1.95e-05,0.000693067,3.5791825,PLAC8
219032_x_at,0.000475188,0.006843732,1.7346506,OPN3
219045_at,1.58e-05,0.00059478,1.0892178,RHOF
219054_at,1.01e-06,7.97e-05,1.8797023,NPR3
219073_s_at,0.000116472,0.002535233,1.7925217,OSBPL10
219148_at,5.55e-06,0.000275569,1.8353811,PBK
219150_s_at,1.44e-06,0.000102684,1.1307085,ADAP1
219161_s_at,6.14e-05,0.0015969,1.5338265,CKLF-CMTM1///CKLF
219211_at,1.15e-06,8.64e-05,1.2561603,USP18
219215_s_at,0.000251022,0.004389705,1.5550136,SLC39A4
219232_s_at,2.52e-07,2.79e-05,2.3484127,EGLN3
219233_s_at,5.89e-07,5.31e-05,1.7988057,GSDMB
219263_at,0.000336951,0.005392538,1.2719212,RNF128
219332_at,1.21e-06,8.92e-05,1.3926292,MICALL2
219360_s_at,2.37e-07,2.68e-05,1.2566062,TRPM4
219371_s_at,6.76e-05,0.001705748,1.3206207,KLF2
219382_at,0.000161332,0.003184258,1.0384098,SERTAD3
219383_at,8.2e-06,0.000370542,1.3269727,PRR5L
219403_s_at,0.000517636,0.007251995,1.4608759,HPSE
219404_at,5.88e-07,5.31e-05,3.0999036,EPS8L3
219429_at,4.26e-09,1.34e-06,2.3706211,FA2H
219434_at,1.04e-08,2.6e-06,2.0798556,TREM1
219439_at,1.52e-09,6.5e-07,1.7775491,C1GALT1
219454_at,0.000480456,0.006892336,1.1680553,EGFL6
219476_at,8.66e-06,0.000383659,1.8567854,C1orf116
219493_at,1.09e-07,1.54e-05,1.4561074,SHCBP1
219508_at,1.19e-05,0.000481768,3.3547133,GCNT3
219513_s_at,1.73e-06,0.000117527,1.4646582,SH2D3A
219529_at,6.9e-12,1.29e-08,2.4765934,CLIC3
219540_at,7.54e-05,0.001844593,1.099237,ZNF267
219580_s_at,1.36e-05,0.000532084,3.179355,TMC5
219630_at,2.62e-05,0.000864701,2.1324275,PDZK1IP1
219648_at,2.39e-05,0.000801903,1.1836266,MREG
219655_at,2.94e-06,0.000172964,1.6212103,SUGCT
219684_at,2.79e-07,3.03e-05,1.8574424,RTP4
219691_at,3.3e-08,6.44e-06,1.7745718,SAMD9
219722_s_at,3.93e-05,0.001147793,1.1606833,GDPD3
219727_at,2.83e-05,0.00091466,3.397051,DUOX2
219735_s_at,4.26e-08,7.61e-06,1.0128165,TFCP2L1
219747_at,9.51e-08,1.4e-05,1.6245696,NDNF
219756_s_at,3.51e-07,3.55e-05,1.5976829,POF1B
219773_at,0.000167612,0.003271551,2.3154453,NOX4
219787_s_at,2.01e-09,7.93e-07,2.6583616,ECT2
219789_at,6.38e-07,5.62e-05,1.9093932,NPR3
219795_at,3.9e-14,3.55e-10,4.6265813,SLC6A14
219799_s_at,2.64e-07,2.91e-05,2.4339574,DHRS9
219836_at,6.29e-06,0.000303856,1.1316504,ZBED2
219856_at,2.4e-06,0.00015124,1.7651586,C1orf116
219901_at,4.94e-10,2.81e-07,1.6692113,FGD6
219909_at,6.04e-07,5.4e-05,1.5899812,MMP28
219911_s_at,7.87e-11,6.88e-08,2.8168198,SLCO4A1
219916_s_at,6.26e-10,3.29e-07,1.6040534,RNF39
219918_s_at,1.37e-07,1.79e-05,2.1664253,ASPM
219936_s_at,1.15e-06,8.64e-05,1.8263356,GPR87
219946_x_at,2.39e-06,0.00015074,1.1822006,MYH14
219956_at,6.9e-06,0.000325998,1.69387,GALNT6
219978_s_at,3.21e-07,3.36e-05,1.3587086,NUSAP1
219985_at,6.31e-08,1.03e-05,1.3319786,HS3ST3A1
219990_at,5.29e-08,8.92e-06,1.5722319,E2F8
220030_at,8.8e-14,6.01e-10,2.534921,STYK1
220048_at,4.04e-09,1.31e-06,1.5411804,EDAR
220085_at,3.98e-06,0.00021562,1.02432,HELLS
220092_s_at,0.00010177,0.002296688,1.218539,ANTXR1
220106_at,0.000118755,0.002571324,1.85315,NPC1L1
220110_s_at,4.91e-05,0.00135435,1.1771051,NXF3
220133_at,8.14e-05,0.001946271,1.6965857,ODAM
220177_s_at,7.1e-08,1.14e-05,2.3236863,TMPRSS3
220189_s_at,0.000226592,0.004074578,1.0732676,MGAT4B
220192_x_at,4.59e-06,0.000239165,1.3974003,SPDEF
220196_at,2.96e-05,0.000942211,1.6904994,MUC16
220239_at,3.46e-05,0.001049782,1.068755,KLHL7
220289_s_at,3.68e-08,6.94e-06,1.7884154,AIM1L
220312_at,7.71e-06,0.000353921,1.2158327,FAM83E
220356_at,0.00023358,0.004163352,1.4909615,CORIN
220468_at,4.66e-05,0.001303387,2.6999056,ARL14
220622_at,0.000575638,0.007765404,1.2233397,LRRC31
220638_s_at,1.18e-05,0.000478933,1.9125614,CBLC
220658_s_at,2.77e-09,1.01e-06,2.5618189,ARNTL2
220918_at,0.000143915,0.00294071,1.6919037,RUNX1-IT1
220988_s_at,0.000574368,0.007753267,1.3227671,C1QTNF3
221058_s_at,0.000299257,0.004969998,1.3900649,CKLF
221132_at,3.94e-10,2.39e-07,4.0364872,CLDN18
221133_s_at,2.94e-11,3.64e-08,4.4097217,CLDN18
221173_at,3.75e-05,0.001111042,1.4979284,USH1C
221269_s_at,6.59e-05,0.001680533,1.1387349,SH3BGRL3
221305_s_at,7.87e-05,0.001905299,1.3667467,UGT1A3///UGT1A1///UGT1A9///UGT1A5///UGT1A8
221474_at,3.87e-05,0.001133139,1.0065321,MYL12B
221485_at,3.64e-05,0.001088917,1.2303797,B4GALT5
221558_s_at,0.000849184,0.009967007,2.4864991,LEF1
221655_x_at,2.45e-12,7.05e-09,2.3485264,EPS8L1
221664_s_at,2.41e-07,2.7e-05,1.1469121,F11R
221665_s_at,6.61e-12,1.29e-08,2.6969598,EPS8L1
221696_s_at,1.39e-08,3.24e-06,1.6294317,STYK1
221732_at,5.9e-05,0.001550405,1.1334471,CANT1
221761_at,4.6e-06,0.000239387,1.0156126,ADSS
221794_at,0.000629246,0.008203633,1.1036051,DOCK6
222020_s_at,0.00041325,0.006234481,1.6644086,LOC102725271///NTM
222039_at,6.33e-07,5.59e-05,1.1370397,KIF18B
222067_x_at,2.42e-08,4.95e-06,1.4417532,HIST1H2BD
222077_s_at,4.5e-05,0.001269685,1.497177,RACGAP1
222088_s_at,8.1e-05,0.001940952,1.2315068,SLC2A14///SLC2A3
222108_at,5.37e-07,4.92e-05,1.7484321,AMIGO2
222221_x_at,0.000607057,0.008039087,1.0051067,EHD1
222392_x_at,2.13e-06,0.000137969,1.4995405,PERP
222396_at,7.94e-06,0.000360625,1.8576427,HN1
222443_s_at,5.91e-05,0.001550493,1.11671,RBM8A
222446_s_at,2.16e-07,2.53e-05,1.2306934,BACE2
